"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"OCT25","08OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.78
"OCT25","08OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.768
"OCT25","08OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.808
"OCT25","08OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.919
"OCT25","08OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.763
"OCT25","08OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"OCT25","08OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.921
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.883
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.843
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.997
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.914
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.874
"OCT25","08OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.028
"OCT25","08OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.69
"OCT25","08OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.78
"OCT25","08OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.824
"OCT25","08OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.815
"OCT25","08OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.725
"OCT25","08OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","09OCT25","Essences","Essence 95 RON E5 (€/L)",1.675
"OCT25","09OCT25","Essences","Essence 95 RON E10 (€/L)",1.654
"OCT25","09OCT25","Essences","Essence 98 RON E5 (€/L)",1.71
"OCT25","09OCT25","Essences","Essence 98 RON E10 (€/L)",1.706
"OCT25","09OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","09OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","09OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","09OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","09OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","09OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.763
"OCT25","09OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.803
"OCT25","09OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.74
"OCT25","09OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.78
"OCT25","09OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.768
"OCT25","09OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.808
"OCT25","09OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.919
"OCT25","09OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.763
"OCT25","09OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"OCT25","09OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.921
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","09OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","09OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","09OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","09OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","09OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","09OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","09OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","10OCT25","Essences","Essence 95 RON E5 (€/L)",1.675
"OCT25","10OCT25","Essences","Essence 95 RON E10 (€/L)",1.654
"OCT25","10OCT25","Essences","Essence 98 RON E5 (€/L)",1.71
"OCT25","10OCT25","Essences","Essence 98 RON E10 (€/L)",1.706
"OCT25","10OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","10OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","10OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","10OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","10OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","10OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.773
"OCT25","10OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.813
"OCT25","10OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.75
"OCT25","10OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.791
"OCT25","10OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.778
"OCT25","10OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.818
"OCT25","10OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.929
"OCT25","10OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.773
"OCT25","10OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.813
"OCT25","10OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.931
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","10OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","10OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","10OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","10OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","10OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","10OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","10OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","11OCT25","Essences","Essence 95 RON E5 (€/L)",1.675
"OCT25","11OCT25","Essences","Essence 95 RON E10 (€/L)",1.654
"OCT25","11OCT25","Essences","Essence 98 RON E5 (€/L)",1.71
"OCT25","11OCT25","Essences","Essence 98 RON E10 (€/L)",1.706
"OCT25","11OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","11OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","11OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","11OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","11OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","11OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"OCT25","11OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"OCT25","11OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.755
"OCT25","11OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.795
"OCT25","11OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.783
"OCT25","11OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.823
"OCT25","11OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.934
"OCT25","11OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"OCT25","11OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"OCT25","11OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","11OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","11OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","11OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","11OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","11OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","11OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","11OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","12OCT25","Essences","Essence 95 RON E5 (€/L)",1.675
"OCT25","12OCT25","Essences","Essence 95 RON E10 (€/L)",1.654
"OCT25","12OCT25","Essences","Essence 98 RON E5 (€/L)",1.71
"OCT25","12OCT25","Essences","Essence 98 RON E10 (€/L)",1.706
"OCT25","12OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","12OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","12OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","12OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","12OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","12OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"OCT25","12OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"OCT25","12OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.755
"OCT25","12OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.795
"OCT25","12OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.783
"OCT25","12OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.823
"OCT25","12OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.934
"OCT25","12OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"OCT25","12OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"OCT25","12OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","12OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","12OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","12OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","12OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","12OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","12OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","12OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","13OCT25","Essences","Essence 95 RON E5 (€/L)",1.675
"OCT25","13OCT25","Essences","Essence 95 RON E10 (€/L)",1.654
"OCT25","13OCT25","Essences","Essence 98 RON E5 (€/L)",1.71
"OCT25","13OCT25","Essences","Essence 98 RON E10 (€/L)",1.706
"OCT25","13OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","13OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","13OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","13OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","13OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","13OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"OCT25","13OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"OCT25","13OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.755
"OCT25","13OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.795
"OCT25","13OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.783
"OCT25","13OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.823
"OCT25","13OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.934
"OCT25","13OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"OCT25","13OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"OCT25","13OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","13OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","13OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","13OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","13OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","13OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","13OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","13OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","14OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","14OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","14OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","14OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","14OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","14OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","14OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","14OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","14OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","14OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.758
"OCT25","14OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.799
"OCT25","14OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.736
"OCT25","14OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.776
"OCT25","14OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.763
"OCT25","14OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.803
"OCT25","14OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.914
"OCT25","14OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.758
"OCT25","14OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.799
"OCT25","14OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.916
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","14OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","14OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","14OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","14OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","14OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","14OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","14OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","15OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","15OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","15OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","15OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","15OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","15OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","15OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","15OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","15OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","15OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.764
"OCT25","15OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.805
"OCT25","15OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.741
"OCT25","15OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"OCT25","15OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.769
"OCT25","15OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.809
"OCT25","15OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"OCT25","15OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.764
"OCT25","15OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.805
"OCT25","15OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.922
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","15OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","15OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","15OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","15OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","15OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","15OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","15OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","16OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","16OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","16OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","16OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","16OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","16OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","16OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","16OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","16OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","16OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.749
"OCT25","16OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.789
"OCT25","16OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.726
"OCT25","16OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.766
"OCT25","16OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.754
"OCT25","16OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.794
"OCT25","16OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.905
"OCT25","16OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.749
"OCT25","16OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.789
"OCT25","16OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.907
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","16OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","16OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","16OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","16OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","16OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","16OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","16OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","17OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","17OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","17OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","17OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","17OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","17OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","17OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","17OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","17OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","17OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.741
"OCT25","17OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.781
"OCT25","17OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.718
"OCT25","17OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.758
"OCT25","17OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.746
