"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"AUG25","07AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","07AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","08AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","08AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","08AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","08AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","08AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","08AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","08AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","08AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","08AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","08AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"AUG25","08AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"AUG25","08AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.755
"AUG25","08AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.795
"AUG25","08AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.783
"AUG25","08AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.823
"AUG25","08AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.933
"AUG25","08AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"AUG25","08AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"AUG25","08AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.935
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.89
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.85
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.003
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.921
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.881
"AUG25","08AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.034
"AUG25","08AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.669
"AUG25","08AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.758
"AUG25","08AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.769
"AUG25","08AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"AUG25","08AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","08AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","09AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","09AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","09AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","09AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","09AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","09AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","09AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","09AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","09AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","09AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.765
"AUG25","09AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.805
"AUG25","09AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.743
"AUG25","09AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"AUG25","09AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.77
"AUG25","09AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"AUG25","09AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"AUG25","09AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.765
"AUG25","09AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.805
"AUG25","09AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.922
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","09AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","09AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.669
"AUG25","09AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.758
"AUG25","09AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.769
"AUG25","09AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"AUG25","09AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","09AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","10AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","10AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","10AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","10AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","10AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","10AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","10AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","10AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","10AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","10AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.765
"AUG25","10AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.805
"AUG25","10AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.743
"AUG25","10AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"AUG25","10AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.77
"AUG25","10AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"AUG25","10AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"AUG25","10AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.765
"AUG25","10AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.805
"AUG25","10AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.922
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","10AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","10AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.669
"AUG25","10AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.758
"AUG25","10AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.769
"AUG25","10AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"AUG25","10AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","10AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","11AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","11AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","11AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","11AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","11AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","11AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","11AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","11AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","11AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","11AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.765
"AUG25","11AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.805
"AUG25","11AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.743
"AUG25","11AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"AUG25","11AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.77
"AUG25","11AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"AUG25","11AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"AUG25","11AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.765
"AUG25","11AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.805
"AUG25","11AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.922
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","11AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","11AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.669
"AUG25","11AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.758
"AUG25","11AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.769
"AUG25","11AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"AUG25","11AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","11AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","12AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","12AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","12AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","12AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","12AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","12AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","12AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","12AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","12AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","12AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.77
"AUG25","12AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.81
"AUG25","12AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.747
"AUG25","12AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.787
"AUG25","12AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.775
"AUG25","12AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.814
"AUG25","12AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.925
"AUG25","12AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.77
"AUG25","12AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.81
"AUG25","12AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.927
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","12AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","12AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.669
"AUG25","12AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.758
"AUG25","12AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.769
"AUG25","12AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"AUG25","12AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.689
"AUG25","12AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","13AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","13AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","13AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","13AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","13AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","13AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","13AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","13AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","13AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","13AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.765
"AUG25","13AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.805
"AUG25","13AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.742
"AUG25","13AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"AUG25","13AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.77
"AUG25","13AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"AUG25","13AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"AUG25","13AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.765
"AUG25","13AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.805
"AUG25","13AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.922
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","13AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","13AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.654
"AUG25","13AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.743
"AUG25","13AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.758
"AUG25","13AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.761
"AUG25","13AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.672
"AUG25","13AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","14AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","14AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","14AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","14AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","14AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.717
"AUG25","14AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"AUG25","14AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.731
"AUG25","14AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.797
"AUG25","14AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.89
"AUG25","14AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.761
"AUG25","14AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.801
"AUG25","14AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.738
"AUG25","14AUG25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.778
"AUG25","14AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.766
"AUG25","14AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.806
"AUG25","14AUG25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.916
"AUG25","14AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.761
"AUG25","14AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.801
"AUG25","14AUG25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.918
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.974
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"AUG25","14AUG25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.004
"AUG25","14AUG25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.654
"AUG25","14AUG25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.743
"AUG25","14AUG25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.758
"AUG25","14AUG25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.761
"AUG25","14AUG25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.672
"AUG25","14AUG25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"AUG25","15AUG25","Essences","Essence 95 RON E5 (€/L)",1.643
"AUG25","15AUG25","Essences","Essence 95 RON E10 (€/L)",1.627
"AUG25","15AUG25","Essences","Essence 98 RON E5 (€/L)",1.708
"AUG25","15AUG25","Essences","Essence 98 RON E10 (€/L)",1.709
"AUG25","15AUG25","Gasoil Diesel routier","Diesel B7 (€/L)",1.686
"AUG25","15AUG25","Gasoil Diesel routier","Diesel B10 (€/L)",1.681
"AUG25","15AUG25","Gasoil Diesel routier","Diesel B20 (€/L)",1.699
"AUG25","15AUG25","Gasoil Diesel routier","Diesel B30 (€/L)",1.767
"AUG25","15AUG25","Gasoil Diesel routier","Diesel XTL (€/L)",2.849
"AUG25","15AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.746
"AUG25","15AUG25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.786
